goterm	gene	cv	fdr
GO:0090304	FLNA	0.45	0.728
GO:0090304	PDS5A	0.49	0.486
GO:0090304	UBR2	0.35	0.681
GO:0090304	CBX5	0.39	0.396
GO:0090304	SRRM2	0.27	0.837
GO:0090304	FOSB	0.57	0.00324
GO:0090304	RNF169	0.37	0.721
GO:0090304	DIEXF	0.36	0.497
GO:0090304	AFF4	0.22	0.808
GO:0090304	GTF3C1	0.39	0.803
GO:0090304	HIVEP1	0.37	0.704
GO:0090304	HIVEP2	0.47	0.724
GO:0090304	NR4A1	0.42	0.186
GO:0090304	ZKSCAN2	0.42	0.348
GO:0090304	MKI67	0.62	0.000134
GO:0090304	NOTCH2	0.43	0.438
GO:0090304	NUP98	0.65	3.76e-13
GO:0090304	UBR5	0.33	0.235
GO:0090304	PIK3CA	0.36	0.507
GO:0090304	PHIP	0.47	0.331
GO:0090304	PRKDC	0.36	0.732
GO:0090304	CHD8	0.55	0.000505
GO:0090304	PTPN14	0.38	0.818
GO:0090304	REV3L	0.34	0.257
GO:0090304	SON	0.38	0.832
GO:0090304	BRCA2	0.4	0.424
GO:0090304	TEAD1	0.61	0
GO:0090304	TPR	0.36	0.709
GO:0090304	NRIP1	0.23	0.79
GO:0090304	USP9X	0.31	0.813
GO:0090304	FZD4	0.32	0.691
GO:0090304	SMARCA5	0.43	0.0787
GO:0090304	HELZ2	0.39	0.546
GO:0090304	CBL	0.42	0.623
GO:0090304	HERC2	0.42	0.596
GO:0090304	MED14	0.45	0.364
GO:0090304	GTF3C4	0.24	0.755
GO:0006508	UBR2	0.35	0.681
GO:0006508	USP24	0.4	0.742
GO:0006508	PAPPA	1.1	0
GO:0006508	UBR5	0.33	0.235
GO:0006508	THSD4	0.24	0.815
GO:0006508	USP9X	0.31	0.813
GO:0006508	USP34	0.29	0.766
GO:0022411	TMOD2	0.4	0.537
GO:0022411	NUP98	0.65	3.76e-13
GO:0022411	PIK3CA	0.36	0.507
GO:0022411	PRKCA	0.24	0.781
GO:0022411	SPTAN1	0.31	0.695
GO:0022411	SPTBN1	0.41	0.642
GO:0022411	TPR	0.36	0.709
GO:0030198	VCAN	0.45	0.475
GO:0030198	TNC	0.45	0.776
GO:0030198	ITGA2	0.37	0.671
GO:0030198	NF1	0.47	0.588
GO:0030198	PRKCA	0.24	0.781
GO:0030198	THBS1	0.83	0
GO:0030198	THSD4	0.24	0.815
GO:0065007	CENPF	0.43	0.603
GO:0065007	POLQ	0.39	0.211
GO:0065007	ASCC3	0.46	0.617
GO:0065007	CEP250	0.38	0.769
GO:0065007	AKAP11	0.32	0.686
GO:0065007	LYST	0.31	0.572
GO:0065007	COL5A1	0.42	0.654
GO:0065007	COL7A1	1.24	3.41e-35
GO:0065007	CREBBP	0.39	0.779
GO:0065007	AMOTL1	0.3	0.792
GO:0065007	EGFR	0.39	0.7
GO:0065007	ABCA2	0.35	0.748
GO:0065007	FASN	0.55	1.36e-09
GO:0065007	FBN1	0.31	0.841
GO:0065007	FBN2	0.62	0.00756
GO:0065007	LMTK2	0.32	0.735
GO:0065007	SIPA1L3	0.36	0.774
GO:0065007	FLNA	0.45	0.728
GO:0065007	FLNB	0.39	0.794
GO:0065007	VPS13A	0.45	0.277
GO:0065007	PDS5A	0.49	0.486
GO:0065007	ATP11A	0.23	0.801
GO:0065007	UBR2	0.35	0.681
GO:0065007	DNAJC13	0.34	0.806
GO:0065007	USP24	0.4	0.742
GO:0065007	CBX5	0.39	0.396
GO:0065007	FOSB	0.57	0.00324
GO:0065007	SLC7A11	0.35	0.822
GO:0065007	RNF169	0.37	0.721
GO:0065007	AFF4	0.22	0.808
GO:0065007	TNRC6A	0.35	0.788
GO:0065007	ARL10	0.36	0.61
GO:0065007	TMOD2	0.4	0.537
GO:0065007	HIVEP1	0.37	0.704
GO:0065007	HIVEP2	0.47	0.724
GO:0065007	NR4A1	0.42	0.186
GO:0065007	TNC	0.45	0.776
GO:0065007	ZKSCAN2	0.42	0.348
GO:0065007	IGF2R	0.29	0.831
GO:0065007	ITGA2	0.37	0.671
GO:0065007	KPNA4	0.32	0.58
GO:0065007	LRP1	0.43	0.107
GO:0065007	MYH10	0.44	0.823
GO:0065007	NF1	0.47	0.588
GO:0065007	NOTCH2	0.43	0.438
GO:0065007	NUP98	0.65	3.76e-13
GO:0065007	UBR5	0.33	0.235
GO:0065007	PIK3CA	0.36	0.507
GO:0065007	PLXNA1	0.13	0.836
GO:0065007	SSH1	0.33	0.713
GO:0065007	PHIP	0.47	0.331
GO:0065007	VPS13D	0.3	0.757
GO:0065007	PRKCA	0.24	0.781
GO:0065007	PRKDC	0.36	0.732
GO:0065007	KIDINS220	0.39	0.81
GO:0065007	CHD8	0.55	0.000505
GO:0065007	PTPN14	0.38	0.818
GO:0065007	RAB3B	0.41	0.63
GO:0065007	AFAP1	0.28	0.82
GO:0065007	SLC5A3	0.54	0.0522
GO:0065007	SON	0.38	0.832
GO:0065007	SPTAN1	0.31	0.695
GO:0065007	SPTBN1	0.41	0.642
GO:0065007	BRCA2	0.4	0.424
GO:0065007	TEAD1	0.61	0
GO:0065007	THBS1	0.83	0
GO:0065007	TLN1	0.45	0.844
GO:0065007	TPR	0.36	0.709
GO:0065007	CACNA1A	0.41	0.38
GO:0065007	ALMS1	0.45	0.296
GO:0065007	SLC38A1	0.48	0.134
GO:0065007	NRIP1	0.23	0.79
GO:0065007	USP9X	0.31	0.813
GO:0065007	FZD4	0.32	0.691
GO:0065007	SMARCA5	0.43	0.0787
GO:0065007	DOCK7	0.35	0.786
GO:0065007	HELZ2	0.39	0.546
GO:0065007	CBL	0.42	0.623
GO:0065007	IQGAP1	0.35	0.797
GO:0065007	HERC2	0.42	0.596
GO:0065007	MED14	0.45	0.364
GO:0065007	GTF3C4	0.24	0.755
GO:0065007	ROCK2	0.51	0.00105
GO:0065007	USP34	0.29	0.766
GO:0065007	PIEZO1	0.29	0.648
GO:0065007	CKAP5	0.43	0.527
GO:0000910	EGFR	0.39	0.7
GO:0000910	MYH10	0.44	0.823
GO:0000910	SON	0.38	0.832
GO:0000910	SPTBN1	0.41	0.642
GO:0000910	BRCA2	0.4	0.424
GO:0000910	ROCK2	0.51	0.00105
GO:0002684	LYST	0.31	0.572
GO:0002684	CREBBP	0.39	0.779
GO:0002684	PIK3CA	0.36	0.507
GO:0002684	PRKCA	0.24	0.781
GO:0002684	PRKDC	0.36	0.732
GO:0002684	THBS1	0.83	0
GO:0006260	POLQ	0.39	0.211
GO:0006260	EGFR	0.39	0.7
GO:0006260	PDS5A	0.49	0.486
GO:0006260	NUP98	0.65	3.76e-13
GO:0006260	REV3L	0.34	0.257
GO:0006260	BRCA2	0.4	0.424
GO:0006367	CREBBP	0.39	0.779
GO:0006367	NR4A1	0.42	0.186
GO:0006367	NOTCH2	0.43	0.438
GO:0006367	TEAD1	0.61	0
GO:0006367	USP9X	0.31	0.813
GO:0006367	MED14	0.45	0.364
GO:0006887	FLNA	0.45	0.728
GO:0006887	MYH10	0.44	0.823
GO:0006887	RAB3B	0.41	0.63
GO:0006887	THBS1	0.83	0
GO:0006887	TLN1	0.45	0.844
GO:0006887	CACNA1A	0.41	0.38
GO:0008285	NF1	0.47	0.588
GO:0008285	NOTCH2	0.43	0.438
GO:0008285	PRKCA	0.24	0.781
GO:0008285	PTPN14	0.38	0.818
GO:0008285	BRCA2	0.4	0.424
GO:0008285	THBS1	0.83	0
GO:0010876	ABCA2	0.35	0.748
GO:0010876	ATP11A	0.23	0.801
GO:0010876	LRP1	0.43	0.107
GO:0010876	THBS1	0.83	0
GO:0010876	NRIP1	0.23	0.79
GO:0010876	FZD4	0.32	0.691
GO:0015711	ATP11A	0.23	0.801
GO:0015711	SLC7A11	0.35	0.822
GO:0015711	NF1	0.47	0.588
GO:0015711	THBS1	0.83	0
GO:0015711	CACNA1A	0.41	0.38
GO:0015711	SLC38A1	0.48	0.134
GO:0016032	CREBBP	0.39	0.779
GO:0016032	CBX5	0.39	0.396
GO:0016032	ITGA2	0.37	0.671
GO:0016032	NUP98	0.65	3.76e-13
GO:0016032	TLN1	0.45	0.844
GO:0016032	TPR	0.36	0.709
GO:0016055	AMOTL1	0.3	0.792
GO:0016055	LRP1	0.43	0.107
GO:0016055	UBR5	0.33	0.235
GO:0016055	CHD8	0.55	0.000505
GO:0016055	FZD4	0.32	0.691
GO:0016055	USP34	0.29	0.766
GO:0018205	CREBBP	0.39	0.779
GO:0018205	NUP98	0.65	3.76e-13
GO:0018205	BRCA2	0.4	0.424
GO:0018205	TPR	0.36	0.709
GO:0018205	HERC2	0.42	0.596
GO:0018205	GTF3C4	0.24	0.755
GO:0019637	LYST	0.31	0.572
GO:0019637	NF1	0.47	0.588
GO:0019637	PIK3CA	0.36	0.507
GO:0019637	PRKCA	0.24	0.781
GO:0019637	THBS1	0.83	0
GO:0019637	H6PD	0.38	0.839
GO:0030168	FLNA	0.45	0.728
GO:0030168	SLC7A11	0.35	0.822
GO:0030168	PIK3CA	0.36	0.507
GO:0030168	PRKCA	0.24	0.781
GO:0030168	THBS1	0.83	0
GO:0030168	TLN1	0.45	0.844
GO:0035295	MAN1A2	0.31	0.771
GO:0035295	EGFR	0.39	0.7
GO:0035295	NF1	0.47	0.588
GO:0035295	NUMA1	0.34	0.845
GO:0035295	CHD8	0.55	0.000505
GO:0035295	LUZP1	0.32	0.783
GO:0043010	FBN1	0.31	0.841
GO:0043010	FBN2	0.62	0.00756
GO:0043010	SLC7A11	0.35	0.822
GO:0043010	MYH10	0.44	0.823
GO:0043010	NF1	0.47	0.588
GO:0043010	FZD4	0.32	0.691
GO:0044403	CREBBP	0.39	0.779
GO:0044403	CBX5	0.39	0.396
GO:0044403	ITGA2	0.37	0.671
GO:0044403	NUP98	0.65	3.76e-13
GO:0044403	TLN1	0.45	0.844
GO:0044403	TPR	0.36	0.709
GO:0044419	CREBBP	0.39	0.779
GO:0044419	CBX5	0.39	0.396
GO:0044419	ITGA2	0.37	0.671
GO:0044419	NUP98	0.65	3.76e-13
GO:0044419	TLN1	0.45	0.844
GO:0044419	TPR	0.36	0.709
GO:0044712	CENPF	0.43	0.603
GO:0044712	COL5A1	0.42	0.654
GO:0044712	COL7A1	1.24	3.41e-35
GO:0044712	VCAN	0.45	0.475
GO:0044712	PIK3CA	0.36	0.507
GO:0044712	TPR	0.36	0.709
GO:0044723	MAN1A2	0.31	0.771
GO:0044723	PIK3CA	0.36	0.507
GO:0044723	SLC5A3	0.54	0.0522
GO:0044723	THBS1	0.83	0
GO:0044723	CACNA1A	0.41	0.38
GO:0044723	H6PD	0.38	0.839
GO:0044764	CREBBP	0.39	0.779
GO:0044764	CBX5	0.39	0.396
GO:0044764	ITGA2	0.37	0.671
GO:0044764	NUP98	0.65	3.76e-13
GO:0044764	TLN1	0.45	0.844
GO:0044764	TPR	0.36	0.709
GO:0045786	CENPF	0.43	0.603
GO:0045786	NR4A1	0.42	0.186
GO:0045786	NOTCH2	0.43	0.438
GO:0045786	PRKDC	0.36	0.732
GO:0045786	THBS1	0.83	0
GO:0045786	TPR	0.36	0.709
GO:0048589	PIK3CA	0.36	0.507
GO:0048589	PRKDC	0.36	0.732
GO:0048589	BRCA2	0.4	0.424
GO:0048589	THBS1	0.83	0
GO:0048589	USP9X	0.31	0.813
GO:0048589	IQGAP1	0.35	0.797
GO:0050678	EGFR	0.39	0.7
GO:0050678	NR4A1	0.42	0.186
GO:0050678	NF1	0.47	0.588
GO:0050678	PRKCA	0.24	0.781
GO:0050678	BRCA2	0.4	0.424
GO:0050678	THBS1	0.83	0
GO:0071396	EGFR	0.39	0.7
GO:0071396	NR4A1	0.42	0.186
GO:0071396	PRKCA	0.24	0.781
GO:0071396	NRIP1	0.23	0.79
GO:0071396	FZD4	0.32	0.691
GO:0071396	ROCK2	0.51	0.00105
GO:0071900	EGFR	0.39	0.7
GO:0071900	NF1	0.47	0.588
GO:0071900	PRKCA	0.24	0.781
GO:0071900	THBS1	0.83	0
GO:0071900	FZD4	0.32	0.691
GO:0071900	IQGAP1	0.35	0.797
GO:0072657	ASCC3	0.46	0.617
GO:0072657	EGFR	0.39	0.7
GO:0072657	FLNA	0.45	0.728
GO:0072657	SPTBN1	0.41	0.642
GO:0072657	CACNA1A	0.41	0.38
GO:0072657	ROCK2	0.51	0.00105
GO:0097190	NF1	0.47	0.588
GO:0097190	PHIP	0.47	0.331
GO:0097190	PRKCA	0.24	0.781
GO:0097190	PRKDC	0.36	0.732
GO:0097190	BRCA2	0.4	0.424
GO:0097190	THBS1	0.83	0
GO:0097285	LRP1	0.43	0.107
GO:0097285	NF1	0.47	0.588
GO:0097285	PIK3CA	0.36	0.507
GO:0097285	PRKCA	0.24	0.781
GO:0097285	THBS1	0.83	0
GO:0097285	CACNA1A	0.41	0.38
GO:1901137	MAN1A2	0.31	0.771
GO:1901137	VCAN	0.45	0.475
GO:1901137	NF1	0.47	0.588
GO:1901137	PRKCA	0.24	0.781
GO:1901137	THBS1	0.83	0
GO:1901137	DSEL	0.3	0.833
GO:0006259	CENPF	0.43	0.603
GO:0006259	POLQ	0.39	0.211
GO:0006259	ASCC3	0.46	0.617
GO:0006259	EGFR	0.39	0.7
GO:0006259	PDS5A	0.49	0.486
GO:0006259	RNF169	0.37	0.721
GO:0006259	MKI67	0.62	0.000134
GO:0006259	NUP98	0.65	3.76e-13
GO:0006259	UBR5	0.33	0.235
GO:0006259	PIK3CA	0.36	0.507
GO:0006259	PRKDC	0.36	0.732
GO:0006259	REV3L	0.34	0.257
GO:0006259	BRCA2	0.4	0.424
GO:0006259	TPR	0.36	0.709
GO:0006259	SMARCA5	0.43	0.0787
GO:0006259	HERC2	0.42	0.596
GO:0007264	CENPF	0.43	0.603
GO:0007264	EGFR	0.39	0.7
GO:0007264	SIPA1L3	0.36	0.774
GO:0007264	FLNA	0.45	0.728
GO:0007264	ARL10	0.36	0.61
GO:0007264	MYH10	0.44	0.823
GO:0007264	NF1	0.47	0.588
GO:0007264	NOTCH2	0.43	0.438
GO:0007264	NUP98	0.65	3.76e-13
GO:0007264	RAB3B	0.41	0.63
GO:0007264	SPTAN1	0.31	0.695
GO:0007264	SPTBN1	0.41	0.642
GO:0007264	DOCK7	0.35	0.786
GO:0007264	IQGAP1	0.35	0.797
GO:0007264	ROCK2	0.51	0.00105
GO:0007264	CKAP5	0.43	0.527
GO:0072358	COL5A1	0.42	0.654
GO:0072358	VCAN	0.45	0.475
GO:0072358	FBN1	0.31	0.841
GO:0072358	NR4A1	0.42	0.186
GO:0072358	LRP1	0.43	0.107
GO:0072358	MYH10	0.44	0.823
GO:0072358	NF1	0.47	0.588
GO:0072358	NOTCH2	0.43	0.438
GO:0072358	PIK3CA	0.36	0.507
GO:0072358	PRKCA	0.24	0.781
GO:0072358	PRKDC	0.36	0.732
GO:0072358	PTPN14	0.38	0.818
GO:0072358	THBS1	0.83	0
GO:0072358	LUZP1	0.32	0.783
GO:0072358	FZD4	0.32	0.691
GO:0072358	ROCK2	0.51	0.00105
GO:0072359	COL5A1	0.42	0.654
GO:0072359	VCAN	0.45	0.475
GO:0072359	FBN1	0.31	0.841
GO:0072359	NR4A1	0.42	0.186
GO:0072359	LRP1	0.43	0.107
GO:0072359	MYH10	0.44	0.823
GO:0072359	NF1	0.47	0.588
GO:0072359	NOTCH2	0.43	0.438
GO:0072359	PIK3CA	0.36	0.507
GO:0072359	PRKCA	0.24	0.781
GO:0072359	PRKDC	0.36	0.732
GO:0072359	PTPN14	0.38	0.818
GO:0072359	THBS1	0.83	0
GO:0072359	LUZP1	0.32	0.783
GO:0072359	FZD4	0.32	0.691
GO:0072359	ROCK2	0.51	0.00105
GO:1901701	EGFR	0.39	0.7
GO:1901701	FBN1	0.31	0.841
GO:1901701	UBR2	0.35	0.681
GO:1901701	NR4A1	0.42	0.186
GO:1901701	NF1	0.47	0.588
GO:1901701	PIK3CA	0.36	0.507
GO:1901701	SSH1	0.33	0.713
GO:1901701	PHIP	0.47	0.331
GO:1901701	PRKCA	0.24	0.781
GO:1901701	PRKDC	0.36	0.732
GO:1901701	SPTAN1	0.31	0.695
GO:1901701	SPTBN1	0.41	0.642
GO:1901701	THBS1	0.83	0
GO:1901701	NRIP1	0.23	0.79
GO:1901701	FZD4	0.32	0.691
GO:1901701	ROCK2	0.51	0.00105
GO:0009889	CENPF	0.43	0.603
GO:0009889	ASCC3	0.46	0.617
GO:0009889	CREBBP	0.39	0.779
GO:0009889	EGFR	0.39	0.7
GO:0009889	ABCA2	0.35	0.748
GO:0009889	FBN1	0.31	0.841
GO:0009889	FLNA	0.45	0.728
GO:0009889	PDS5A	0.49	0.486
GO:0009889	UBR2	0.35	0.681
GO:0009889	CBX5	0.39	0.396
GO:0009889	FOSB	0.57	0.00324
GO:0009889	AFF4	0.22	0.808
GO:0009889	TNRC6A	0.35	0.788
GO:0009889	HIVEP1	0.37	0.704
GO:0009889	HIVEP2	0.47	0.724
GO:0009889	NR4A1	0.42	0.186
GO:0009889	ZKSCAN2	0.42	0.348
GO:0009889	NF1	0.47	0.588
GO:0009889	NOTCH2	0.43	0.438
GO:0009889	PHIP	0.47	0.331
GO:0009889	PRKCA	0.24	0.781
GO:0009889	PRKDC	0.36	0.732
GO:0009889	CHD8	0.55	0.000505
GO:0009889	PTPN14	0.38	0.818
GO:0009889	BRCA2	0.4	0.424
GO:0009889	TEAD1	0.61	0
GO:0009889	THBS1	0.83	0
GO:0009889	TPR	0.36	0.709
GO:0009889	CACNA1A	0.41	0.38
GO:0009889	NRIP1	0.23	0.79
GO:0009889	USP9X	0.31	0.813
GO:0009889	FZD4	0.32	0.691
GO:0009889	SMARCA5	0.43	0.0787
GO:0009889	HELZ2	0.39	0.546
GO:0009889	CBL	0.42	0.623
GO:0009889	MED14	0.45	0.364
GO:0018130	CENPF	0.43	0.603
GO:0018130	POLQ	0.39	0.211
GO:0018130	ASCC3	0.46	0.617
GO:0018130	CREBBP	0.39	0.779
GO:0018130	EGFR	0.39	0.7
GO:0018130	ABCA2	0.35	0.748
GO:0018130	FLNA	0.45	0.728
GO:0018130	UBR2	0.35	0.681
GO:0018130	CBX5	0.39	0.396
GO:0018130	FOSB	0.57	0.00324
GO:0018130	AFF4	0.22	0.808
GO:0018130	GTF3C1	0.39	0.803
GO:0018130	HIVEP1	0.37	0.704
GO:0018130	HIVEP2	0.47	0.724
GO:0018130	NR4A1	0.42	0.186
GO:0018130	ZKSCAN2	0.42	0.348
GO:0018130	NF1	0.47	0.588
GO:0018130	NOTCH2	0.43	0.438
GO:0018130	NUP98	0.65	3.76e-13
GO:0018130	PHIP	0.47	0.331
GO:0018130	PRKCA	0.24	0.781
GO:0018130	PRKDC	0.36	0.732
GO:0018130	CHD8	0.55	0.000505
GO:0018130	PTPN14	0.38	0.818
GO:0018130	REV3L	0.34	0.257
GO:0018130	BRCA2	0.4	0.424
GO:0018130	TEAD1	0.61	0
GO:0018130	TPR	0.36	0.709
GO:0018130	NRIP1	0.23	0.79
GO:0018130	USP9X	0.31	0.813
GO:0018130	FZD4	0.32	0.691
GO:0018130	SMARCA5	0.43	0.0787
GO:0018130	HELZ2	0.39	0.546
GO:0018130	CBL	0.42	0.623
GO:0018130	MED14	0.45	0.364
GO:0018130	GTF3C4	0.24	0.755
GO:0019438	CENPF	0.43	0.603
GO:0019438	POLQ	0.39	0.211
GO:0019438	ASCC3	0.46	0.617
GO:0019438	CREBBP	0.39	0.779
GO:0019438	EGFR	0.39	0.7
GO:0019438	ABCA2	0.35	0.748
GO:0019438	FLNA	0.45	0.728
GO:0019438	UBR2	0.35	0.681
GO:0019438	CBX5	0.39	0.396
GO:0019438	FOSB	0.57	0.00324
GO:0019438	AFF4	0.22	0.808
GO:0019438	GTF3C1	0.39	0.803
GO:0019438	HIVEP1	0.37	0.704
GO:0019438	HIVEP2	0.47	0.724
GO:0019438	NR4A1	0.42	0.186
GO:0019438	ZKSCAN2	0.42	0.348
GO:0019438	NF1	0.47	0.588
GO:0019438	NOTCH2	0.43	0.438
GO:0019438	NUP98	0.65	3.76e-13
GO:0019438	PHIP	0.47	0.331
GO:0019438	PRKCA	0.24	0.781
GO:0019438	PRKDC	0.36	0.732
GO:0019438	CHD8	0.55	0.000505
GO:0019438	PTPN14	0.38	0.818
GO:0019438	REV3L	0.34	0.257
GO:0019438	BRCA2	0.4	0.424
GO:0019438	TEAD1	0.61	0
GO:0019438	TPR	0.36	0.709
GO:0019438	NRIP1	0.23	0.79
GO:0019438	USP9X	0.31	0.813
GO:0019438	FZD4	0.32	0.691
GO:0019438	SMARCA5	0.43	0.0787
GO:0019438	HELZ2	0.39	0.546
GO:0019438	CBL	0.42	0.623
GO:0019438	MED14	0.45	0.364
GO:0019438	GTF3C4	0.24	0.755
GO:0031326	CENPF	0.43	0.603
GO:0031326	ASCC3	0.46	0.617
GO:0031326	CREBBP	0.39	0.779
GO:0031326	EGFR	0.39	0.7
GO:0031326	ABCA2	0.35	0.748
GO:0031326	FBN1	0.31	0.841
GO:0031326	FLNA	0.45	0.728
GO:0031326	PDS5A	0.49	0.486
GO:0031326	UBR2	0.35	0.681
GO:0031326	CBX5	0.39	0.396
GO:0031326	FOSB	0.57	0.00324
GO:0031326	AFF4	0.22	0.808
GO:0031326	TNRC6A	0.35	0.788
GO:0031326	HIVEP1	0.37	0.704
GO:0031326	HIVEP2	0.47	0.724
GO:0031326	NR4A1	0.42	0.186
GO:0031326	ZKSCAN2	0.42	0.348
GO:0031326	NF1	0.47	0.588
GO:0031326	NOTCH2	0.43	0.438
GO:0031326	PHIP	0.47	0.331
GO:0031326	PRKCA	0.24	0.781
GO:0031326	PRKDC	0.36	0.732
GO:0031326	CHD8	0.55	0.000505
GO:0031326	PTPN14	0.38	0.818
GO:0031326	BRCA2	0.4	0.424
GO:0031326	TEAD1	0.61	0
GO:0031326	THBS1	0.83	0
GO:0031326	TPR	0.36	0.709
GO:0031326	CACNA1A	0.41	0.38
GO:0031326	NRIP1	0.23	0.79
GO:0031326	USP9X	0.31	0.813
GO:0031326	FZD4	0.32	0.691
GO:0031326	SMARCA5	0.43	0.0787
GO:0031326	HELZ2	0.39	0.546
GO:0031326	CBL	0.42	0.623
GO:0031326	MED14	0.45	0.364
GO:0033036	CENPF	0.43	0.603
GO:0033036	ASCC3	0.46	0.617
GO:0033036	CEP250	0.38	0.769
GO:0033036	LYST	0.31	0.572
GO:0033036	EGFR	0.39	0.7
GO:0033036	ABCA2	0.35	0.748
GO:0033036	FBN1	0.31	0.841
GO:0033036	FBN2	0.62	0.00756
GO:0033036	LMTK2	0.32	0.735
GO:0033036	DOPEY1	0.37	0.517
GO:0033036	FLNA	0.45	0.728
GO:0033036	FLNB	0.39	0.794
GO:0033036	VPS13A	0.45	0.277
GO:0033036	ATP11A	0.23	0.801
GO:0033036	DNAJC13	0.34	0.806
GO:0033036	KPNA4	0.32	0.58
GO:0033036	LRP1	0.43	0.107
GO:0033036	NF1	0.47	0.588
GO:0033036	NUP98	0.65	3.76e-13
GO:0033036	UBR5	0.33	0.235
GO:0033036	PHIP	0.47	0.331
GO:0033036	VPS13D	0.3	0.757
GO:0033036	PRKCA	0.24	0.781
GO:0033036	PTPN14	0.38	0.818
GO:0033036	RAB3B	0.41	0.63
GO:0033036	SPTBN1	0.41	0.642
GO:0033036	THBS1	0.83	0
GO:0033036	TLN1	0.45	0.844
GO:0033036	TPR	0.36	0.709
GO:0033036	CACNA1A	0.41	0.38
GO:0033036	NRIP1	0.23	0.79
GO:0033036	FZD4	0.32	0.691
GO:0033036	IQGAP1	0.35	0.797
GO:0033036	HERC2	0.42	0.596
GO:0033036	ROCK2	0.51	0.00105
GO:0033036	CKAP5	0.43	0.527
GO:0034654	CENPF	0.43	0.603
GO:0034654	POLQ	0.39	0.211
GO:0034654	ASCC3	0.46	0.617
GO:0034654	CREBBP	0.39	0.779
GO:0034654	EGFR	0.39	0.7
GO:0034654	ABCA2	0.35	0.748
GO:0034654	FLNA	0.45	0.728
GO:0034654	UBR2	0.35	0.681
GO:0034654	CBX5	0.39	0.396
GO:0034654	FOSB	0.57	0.00324
GO:0034654	AFF4	0.22	0.808
GO:0034654	GTF3C1	0.39	0.803
GO:0034654	HIVEP1	0.37	0.704
GO:0034654	HIVEP2	0.47	0.724
GO:0034654	NR4A1	0.42	0.186
GO:0034654	ZKSCAN2	0.42	0.348
GO:0034654	NF1	0.47	0.588
GO:0034654	NOTCH2	0.43	0.438
GO:0034654	NUP98	0.65	3.76e-13
GO:0034654	PHIP	0.47	0.331
GO:0034654	PRKCA	0.24	0.781
GO:0034654	PRKDC	0.36	0.732
GO:0034654	CHD8	0.55	0.000505
GO:0034654	PTPN14	0.38	0.818
GO:0034654	REV3L	0.34	0.257
GO:0034654	BRCA2	0.4	0.424
GO:0034654	TEAD1	0.61	0
GO:0034654	TPR	0.36	0.709
GO:0034654	NRIP1	0.23	0.79
GO:0034654	USP9X	0.31	0.813
GO:0034654	FZD4	0.32	0.691
GO:0034654	SMARCA5	0.43	0.0787
GO:0034654	HELZ2	0.39	0.546
GO:0034654	CBL	0.42	0.623
GO:0034654	MED14	0.45	0.364
GO:0034654	GTF3C4	0.24	0.755
GO:1901362	CENPF	0.43	0.603
GO:1901362	POLQ	0.39	0.211
GO:1901362	ASCC3	0.46	0.617
GO:1901362	CREBBP	0.39	0.779
GO:1901362	EGFR	0.39	0.7
GO:1901362	ABCA2	0.35	0.748
GO:1901362	FLNA	0.45	0.728
GO:1901362	UBR2	0.35	0.681
GO:1901362	CBX5	0.39	0.396
GO:1901362	FOSB	0.57	0.00324
GO:1901362	AFF4	0.22	0.808
GO:1901362	GTF3C1	0.39	0.803
GO:1901362	HIVEP1	0.37	0.704
GO:1901362	HIVEP2	0.47	0.724
GO:1901362	NR4A1	0.42	0.186
GO:1901362	ZKSCAN2	0.42	0.348
GO:1901362	NF1	0.47	0.588
GO:1901362	NOTCH2	0.43	0.438
GO:1901362	NUP98	0.65	3.76e-13
GO:1901362	PHIP	0.47	0.331
GO:1901362	PRKCA	0.24	0.781
GO:1901362	PRKDC	0.36	0.732
GO:1901362	CHD8	0.55	0.000505
GO:1901362	PTPN14	0.38	0.818
GO:1901362	REV3L	0.34	0.257
GO:1901362	BRCA2	0.4	0.424
GO:1901362	TEAD1	0.61	0
GO:1901362	TPR	0.36	0.709
GO:1901362	NRIP1	0.23	0.79
GO:1901362	USP9X	0.31	0.813
GO:1901362	FZD4	0.32	0.691
GO:1901362	SMARCA5	0.43	0.0787
GO:1901362	HELZ2	0.39	0.546
GO:1901362	CBL	0.42	0.623
GO:1901362	MED14	0.45	0.364
GO:1901362	GTF3C4	0.24	0.755
GO:0022607	PRPF8	0.43	0.842
GO:0022607	CENPF	0.43	0.603
GO:0022607	POLQ	0.39	0.211
GO:0022607	CEP250	0.38	0.769
GO:0022607	CREBBP	0.39	0.779
GO:0022607	DYNC1H1	0.54	0.41
GO:0022607	SCUBE3	0.42	0.752
GO:0022607	FLNA	0.45	0.728
GO:0022607	FLNC	0.41	0.84
GO:0022607	TMOD2	0.4	0.537
GO:0022607	MYH10	0.44	0.823
GO:0022607	NUP98	0.65	3.76e-13
GO:0022607	SSH1	0.33	0.713
GO:0022607	PRKCA	0.24	0.781
GO:0022607	STARD9	0.29	0.636
GO:0022607	SPTAN1	0.31	0.695
GO:0022607	SPTBN1	0.41	0.642
GO:0022607	THBS1	0.83	0
GO:0022607	TLN1	0.45	0.844
GO:0022607	TPR	0.36	0.709
GO:0022607	CACNA1A	0.41	0.38
GO:0022607	ALMS1	0.45	0.296
GO:0022607	THSD4	0.24	0.815
GO:0022607	SMARCA5	0.43	0.0787
GO:0022607	ROCK2	0.51	0.00105
GO:0022607	PIEZO1	0.29	0.648
